id,code_aux,code,name,internal_type,budget_type_id/id,parent_id/id,venta,tipo
170499,170499,170499,OTRAS MULTAS,normal,corriente,1704,1,i
1705,1705,1705,UTILIDADES EN VENTA DE BIENES,view,vista,17,0,i
170501,170501,170501,UTILIDADES EN VENTA DE BIENES MUEBLES,normal,corriente,1705,1,i
170502,170502,170502,UTILIDADES EN VENTA DE BIENES INMUEBLES,normal,corriente,1705,1,i
18,18,18,TRANSFERENCIAS Y DONACIONES CORRIENTES,view,vista,1,0,i
1801,1801,1801,TRANSFERENCIAS CORRIENTES DEL SECTOR PUBLICO,view,vista,18,0,i
180101,180101,180101,DEL PRESUPUESTO GENERAL DEL ESTADO,normal,corriente,1801,0,i
180102,180102,180102,DE ENTIDADES DESCENTRALIZADAS Y AUTONOMAS,normal,corriente,1801,0,i
180103,180103,180103,DE EMPRESAS PUBLICAS,normal,corriente,1801,0,i
180104,180104,180104,DE GOBIERNOS AUTONOMOS DESCENTRALIZADOS ,normal,corriente,1801,0,i
180105,180105,180105,DE LA SEGURIDAD SOCIAL,normal,corriente,1801,0,i
180106,180106,180106,DE ENTIDADES FINANCIERAS PUBLICAS,normal,corriente,1801,0,i
180108,180108,180108,DE CUENTAS O FONDOS ESPECIALES,normal,corriente,1801,0,i
180109,180109,180109,DE FONDOS DE USO RESERVADO,normal,corriente,1801,0,i
180110,180110,180110,DE FONDOS DE CONTINGENCIA,normal,corriente,1801,0,i
1802,1802,1802,DONACIONES CORRIENTES DEL SECTOR PRIVADO INTERNO,view,vista,18,0,i
180203,180203,180203,DEL SECTOR PRIVADO FINANCIERO,normal,corriente,1802,0,i
180204,180204,180204,DEL SECTOR PRIVADO NO FINANCIERO,normal,corriente,1802,0,i
1803,1803,1803,DONACIONES CORRIENTES DEL SECTOR EXTERNO,view,vista,18,0,i
180301,180301,180301,DE ORGANISMOS MULTILATERALES,normal,corriente,1803,0,i
180302,180302,180302,DE GOBIERNOS Y ORGANISMOS GUBERNAMENTALES,normal,corriente,1803,0,i
180303,180303,180303,DEL SECTOR PRIVADO FINANCIERO,normal,corriente,1803,0,i
180304,180304,180304,DEL SECTOR PRIVADO NO FINANCIERO,normal,corriente,1803,0,i
1804,1804,1804,APORTES Y PARTICIPACIONES CORRIENTES DEL SECTOR PUBLICO,view,vista,18,0,i
180401,180401,180401,DE LA ACTIVIDAD HIDROCARBURIFERA EXCEPTO PARA UNIVERSIDADES Y ESCUELAS POLITECNICAS,normal,corriente,1804,0,i
180402,180402,180402,DE IMPUESTOS Y EXPORTACIONES DE CRUDO PARA UNIVERSIDADES Y ESCUELAS POLITECNICAS,normal,corriente,1804,0,i
180403,180403,180403,DE EMPRESAS PUBLICAS,normal,corriente,1804,0,i
180404,180404,180404,DE LA PARTICIPACION EN IMPUESTOS NO PETROLEROS,normal,corriente,1804,0,i
180405,180405,180405,DE PLANILLAS DE TELECOMUNICACIONES,normal,corriente,1804,0,i
180407,180407,180407,DE FONDOS AJENOS,normal,corriente,1804,0,i
180408,180408,180408,DE CUENTAS Y FONDOS ESPECIALES,normal,corriente,1804,0,i
180411,180411,180411,RENDIMIENTOS DE LOS SISTEMAS CONTABLES DEL BANCO CENTRAL DEL ECUADOR,normal,corriente,1804,0,i
180414,180414,180414,APORTES SOBRE DEPOSITOS DE INSTITUCIONES FINANCIERAS,normal,corriente,1804,0,i
180415,180415,180415,DEPOSITOS INMOVILIZADOS EN INSTITUCIONES FINANCIERAS,normal,corriente,1804,0,i
180499,180499,180499,OTRAS PARTICIPACIONES Y APORTES,normal,corriente,1804,0,i
1805,1805,1805,SUBSIDIOS,view,vista,18,0,i
180501,180501,180501,DE PRECIOS DEL SECTOR PUBLICO,normal,corriente,1805,0,i
180503,180503,180503,DE TARIFAS DEL SECTOR PUBLICO,normal,corriente,1805,0,i
1806,1806,1806,APORTES Y PARTICIPACIONES CORRIENTES DE GOBIERNOS AUTONOMOS DESCENTRALIZADOS Y REGIMES ESPECIALES,view,vista,18,0,i
180601,180601,180601,DE COMPENSACIONES A GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES POR LEYES Y DECRETOS,normal,corriente,1806,0,i
180602,180602,180602,DE COMPENSACIONES A GOBIERNOS AUTONOMOS DESCENTRALIZADOS PROVINCIALES POR LEYES Y DECRETOS,normal,corriente,1806,0,i
180604,180604,180604,DEL FODESEC A MUNICIPIOS,normal,corriente,1806,0,i
180605,180605,180605,DEL FODESEC A CONSEJOS PROVINCIALES,normal,corriente,1806,0,i
180616,180616,180616,DEL FONDO DE DESCENTRALIZACION A MUNICIPIOS Y DISTRITOS METROPOLITANOS,normal,corriente,1806,0,i
180654,180654,180654,DEL PRESUPUESTO GENERAL DEL ESTADO A GOBIERNOS AUTONOMOS DESCENTRALIZADOS METROPOLITANOS Y MUNICIPALES PARA EL EJERCICIO DE LA COMPETENCIA PARA PRESERVAR EL PATRIMONIO ARQUITECTONICO Y CULTURAL,normal,corriente,1806,0,i
19,19,19,OTROS INGRESOS,view,vista,1,0,i
1901,1901,1901,GARANTIAS Y FIANZAS,view,vista,19,0,i
190101,190101,190101,EJECUCION DE GARANTIAS,normal,corriente,1901,0,i
190102,190102,190102,EJECUCION DE FIANZAS,normal,corriente,1901,0,i
1902,1902,1902,INDEMNIZACIONES Y VALORES NO RECLAMADOS,view,vista,19,0,i
190201,190201,190201,INDEMNIZACIONES POR SINIESTROS,normal,corriente,1902,0,i
190202,190202,190202,PREMIOS NO RECLAMADOS DE SORTEOS,normal,corriente,1902,0,i
190299,190299,190299,OTRAS INDEMNIZACIONES Y VALORES NO RECLAMADOS,normal,corriente,1902,0,i
1903,1903,1903,REMATES DE BIENES Y ESPECIES,view,vista,19,0,i
190301,190301,190301,BIENES Y ESPECIES DECOMISADAS,normal,corriente,1903,0,i
1904,1904,1904,OTROS NO OPERACIONALES,view,vista,19,0,i
190401,190401,190401,COMISIONES,normal,corriente,1904,0,i
190403,190403,190403,PRIMA DE RIESGO DE INSTITUCIONES FINANCIERAS,normal,corriente,1904,0,i
190405,190405,190405,INGRESOS DE BIENES PROVENIENTES DE CHATARRIZACION,normal,corriente,1904,0,i
190407,190407,190407,DEVOLUCION DE DISPONIBILIDADES,normal,corriente,1904,0,i
190499,190499,190499,OTROS NO ESPECIFICADOS,normal,corriente,1904,1,i
2,2,2,INGRESOS DE CAPITAL,view,vista,0,0,i
24,24,24,VENTA DE ACTIVOS NO FINANCIEROS,view,vista,2,0,i
2401,2401,2401,BIENES MUEBLES,view,vista,24,0,i
240103,240103,240103,MOBILIARIO,normal,corriente,2401,0,i
240104,240104,240104,MAQUINARIAS Y EQUIPOS,normal,corriente,2401,0,i
240105,240105,240105,VEHICULOS,normal,corriente,2401,0,i
240106,240106,240106,HERRAMIENTAS,normal,corriente,2401,0,i
240107,240107,240107,EQUIPOS SISTEMAS Y PAQUETES INFORMATICOS,normal,corriente,2401,0,i
240108,240108,240108,BIENES ARTISTICOS Y CULTURALES,normal,corriente,2401,0,i
240109,240109,240109,LIBROS Y COLECCIONES,normal,corriente,2401,0,i
240110,240110,240110,GANANCIAS POR TENENCIA DE BIENES MUEBLES,normal,corriente,2401,0,i
2402,2402,2402,BIENES INMUEBLES Y SEMOVIENTES,view,vista,24,0,i
240201,240201,240201,TERRENOS,normal,corriente,2402,0,i
240202,240202,240202,EDIFICIOS LOCALES Y RESIDENCIAS,normal,corriente,2402,0,i
240203,240203,240203,GANANCIAS POR TENENCIA DE BIENES INMUEBLES,normal,corriente,2402,0,i
240212,240212,240212,SEMOVIENTES,normal,corriente,2402,0,i
240213,240213,240213,BOSQUES,normal,corriente,2402,0,i
240299,240299,240299,OTROS BIENES INMUEBLES,normal,corriente,2402,0,i
2403,2403,2403,BIENES BIOLOGICOS,view,vista,24,0,i
240312,240312,240312,SEMOVIENTES,normal,corriente,2403,0,i
240313,240313,240313,BOSQUES,normal,corriente,2403,0,i
240314,240314,240314,ACUATICOS,normal,corriente,2403,0,i
240315,240315,240315,PLANTAS,normal,corriente,2403,0,i
240316,240316,240316,GANANCIAS POR TENENCIA DE BIENES BIOLOGICOS,normal,corriente,2403,0,i
240399,240399,240399,OTROS BIENES BIOLOGICOS,normal,corriente,2403,0,i
2404,2404,2404,INTANGIBLES,view,vista,24,0,i
240401,240401,240401,INTANGIBLES,normal,corriente,2404,0,i
240402,240402,240402,GANANCIAS POR TENENCIA DE ACTIVOS INTANGIBLES,normal,corriente,2404,0,i
2405,2405,2405,EXPORTACIONES DE PETROLEO CRUDO,view,vista,24,0,i
240501,240501,240501,EXPORTACIONES DE PETROLEO DE PETROECUADOR EX-CONSORCIO,normal,corriente,2405,0,i
240502,240502,240502,EXPORTACIONES DE PETROLEO DE PETROECUADOR DE NORORIENTE,normal,corriente,2405,0,i
240503,240503,240503,EXPORTACIONES DE PETROLEO DE CONTRATOS DE PRESTACION DE SERVICIOS,normal,corriente,2405,0,i
240504,240504,240504,EXPORTACIONES DE PETROLEO DE REGALIAS,normal,corriente,2405,0,i
240506,240506,240506,EXPORTACIONES DE PETROLEO DE CONTRATOS DE PARTICIPACION,normal,corriente,2405,0,i
240507,240507,240507,EXPORTACIONES DE PETROLEO DE CONTRATOS DE CAMPOS MARGINALES,normal,corriente,2405,0,i
240508,240508,240508,EXPORTACIONES DE PETROLEO DE ALIANZAS OPERATIVAS,normal,corriente,2405,0,i
240509,240509,240509,EXPORTACIONES DE PETROLEO POR DIFERENCIAL DE CALIDAD,normal,corriente,2405,0,i
240510,240510,240510,EXPORTACIONES DE PETROLEOS PESADOS,normal,corriente,2405,0,i
240511,240511,240511,EXPORTACIONES DE PETROLEO DE CONTRATOS DE SERVICIOS ESPECIFICOS,normal,corriente,2405,0,i
240599,240599,240599,OTROS NO ESPECIFICADOS,normal,corriente,2405,0,i
2406,2406,2406,VENTAS DE PRODUCTOS DE LA ACTIVIDAD MINERA,view,vista,24,0,i
240601,240601,240601,VENTA DE MINERALES METALICOS PROVENIENTES DE LA ACTIVIDAD MINERA,normal,corriente,2406,0,i
240602,240602,240602,VENTA DE MINERALES NO METALICOS RESULTADO DE LA ACTIVIDAD MINERA,normal,corriente,2406,0,i
240603,240603,240603,GANANCIA POR TENENCIA DE MINERALES,normal,corriente,2406,0,i
25,25,25,APORTE FISCAL DE CAPITAL,view,vista,2,0,i
2501,2501,2501,APORTE FISCAL DE CAPITAL,view,vista,25,0,i
250101,250101,250101,DEL GOBIERNO CENTRAL,normal,corriente,2501,0,i
27,27,27,RECUPERACION DE INVERSIONES,view,vista,2,0,i
2701,2701,2701,RECUPERACION DE INVERSIONES EN TITULOS Y VALORES,view,vista,27,0,i
270101,270101,270101,CERTIFICADOS DEL TESORO NACIONAL,normal,corriente,2701,0,i
270102,270102,270102,BONOS DEL ESTADO,normal,corriente,2701,0,i
270103,270103,270103,DEPOSITOS A PLAZO EN MONEDA DE CURSO LEGAL ,normal,corriente,2701,0,i
270104,270104,270104,VENTA DE ACCIONES,normal,corriente,2701,0,i
270105,270105,270105,DEPOSITOS A PLAZO MONEDA EXTRANJERA,normal,corriente,2701,0,i
270106,270106,270106,VENTA DE PARTICIPACIONES DE CAPITAL,normal,corriente,2701,0,i
270107,270107,270107,RECUPERACION DE PARTICIPACIONES FIDUCIARIAS,normal,corriente,2701,0,i
270198,270198,270198,OTROS TITULOS,normal,corriente,2701,0,i
270199,270199,270199,OTROS VALORES,normal,corriente,2701,0,i
2702,2702,2702,RECUPERACION DE PRESTAMOS,view,vista,27,0,i
270201,270201,270201,PRESUPUESTO GENERAL DEL ESTADO,normal,corriente,2702,0,i
270202,270202,270202,ENTIDADES DESCENTRALIZADAS Y AUTONOMAS,normal,corriente,2702,0,i
270203,270203,270203,EMPRESAS PUBLICAS,normal,corriente,2702,0,i
270204,270204,270204,ENTIDADES DE GOBIERNOS AUTONOMOS DESCENTRALIZADOS,normal,corriente,2702,0,i
270205,270205,270205,SEGURIDAD SOCIAL,normal,corriente,2702,0,i
270206,270206,270206,ENTIDADES FINANCIERAS PUBLICAS,normal,corriente,2702,0,i
270207,270207,270207,SECTOR PRIVADO,normal,corriente,2702,0,i
270211,270211,270211,SERVIDORES PUBLICOS,normal,corriente,2702,0,i
270213,270213,270213,CONTRATISTAS,normal,corriente,2702,0,i
2703,2703,2703,RECUPERACION DE INVERSIONES EN TITULOS VALORES,view,vista,27,0,i
270304,270304,270304,VENTA DE ACCIONES,normal,corriente,2703,0,i
270306,270306,270306,VENTA DE PARTICIPACIONES DE CAPITAL,normal,corriente,2703,0,i
270307,270307,270307,PARTICIPACIONES FIDUCIARIAS,normal,corriente,2703,0,i
270398,270398,270398,OTROS TITULOS,normal,corriente,2703,0,i
270399,270399,270399,OTROS VALORES,normal,corriente,2703,0,i
28,28,28,TRANSFERENCIAS Y DONACIONES DE CAPITAL E INVERSION,view,vista,2,0,i
2801,2801,2801,TRANSFERENCIAS DE CAPITAL E INVERSION DEL SECTOR PUBLICO,view,vista,28,1,i
280101,280101,280101,DEL PRESUPUESTO GENERAL DEL ESTADO,normal,corriente,2801,1,i
280102,280102,280102,DE ENTIDADES DESCENTRALIZADAS Y AUTONOMAS,normal,corriente,2801,1,i
280103,280103,280103,DE EMPRESAS PUBLICAS,normal,corriente,2801,1,i
280104,280104,280104,DE ENTIDADES DE GOBIERNOS AUTONOMOS DESCENTRALIZADOS,normal,corriente,2801,1,i
280105,280105,280105,DE LA SEGURIDAD SOCIAL,normal,corriente,2801,1,i
280106,280106,280106,DE ENTIDADES FINANCIERAS PUBLICAS,normal,corriente,2801,1,i
280108,280108,280108,DE CUENTAS O FONDOS ESPECIALES,normal,corriente,2801,1,i
280110,280110,280110,DE FONDOS DE CONTINGENCIA,normal,corriente,2801,1,i
2802,2802,2802,TRANSFERENCIAS Y DONACIONES DE CAPITAL E INVERSION DEL SECTOR PRIVADO INTERNO,view,vista,28,0,i
280203,280203,280203,DONACIONES DE CAPITAL DEL SECTOR PRIVADO FINANCIERO,normal,corriente,2802,0,i
280204,280204,280204,DONACIONES DE CAPITAL DEL SECTOR PRIVADO NO FINANCIERO,normal,corriente,2802,0,i
280205,280205,280205,DE LAS UTILIDADES DE CONCESIONARIOS MINEROS,normal,corriente,2802,0,i
280211,280211,280211,TRANSFERENCIAS AL SECTOR PRIVADO NO FINANCIERO,normal,corriente,2802,0,i
2803,2803,2803,DONACIONES DE CAPITAL DEL EXTERIOR,view,vista,28,0,i
280301,280301,280301,DE ORGANISMOS MULTILATERALES,normal,corriente,2803,0,i
280302,280302,280302,DE GOBIERNOS Y ORGANISMOS GUBERNAMENTALES,normal,corriente,2803,0,i
280303,280303,280303,DEL SECTOR PRIVADO FINANCIERO,normal,corriente,2803,0,i
280304,280304,280304,DEL SECTOR PRIVADO NO FINANCIERO,normal,corriente,2803,0,i
2804,2804,2804,APORTES Y PARTICIPACIONES DEL SECTOR PUBLICO,view,vista,28,0,i
280401,280401,280401,DEL FONDO DE INVERSION PETROLERA,normal,corriente,2804,0,i
280402,280402,280402,DE EXPORTACION DE HIDROCARBUROS Y DERIVADOS,normal,corriente,2804,0,i
280408,280408,280408,DE CUENTAS Y FONDOS ESPECIALES,normal,corriente,2804,0,i
280499,280499,280499,OTRAS PARTICIPACIONES Y APORTES,normal,corriente,2804,0,i
2806,2806,2806,APORTES Y PARTICIPACIONES DE CAPITAL E INVERSION A LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS Y REGIMENES ESPECIALES,view,vista,28,0,i
280603,280603,280603,DEL FODESEC AL FONDO DE INVERSIONES MUNICIPALES,normal,corriente,2806,0,i
280604,280604,280604,DEL FODESEC A MUNICIPIOS,normal,corriente,2806,0,i
280616,280616,280616,DEL FONDO DE DESCENTRALIZACION A MUNICIPIOS,normal,corriente,2806,0,i
280654,280654,280654,DEL PRESUPUESTO GENERAL DEL ESTADO A LOS GOBIERNOS AUTONOMOS DESCENTRALIZADOS METROPOLITANOS Y MUNICIPALES PARA EL EJERCICIO DE LA COMPETENCIA PARA PRESERVAR EL PATRIMONIO ARQUITECTONICO Y CULTURAL,normal,corriente,2806,0,i
2810,2810,2810,ASIGNACIONO PRESUPUESTARIA DE VALORES EQUIVALENTES AL IMPUESTO AL VALOR AGREGADO,view,vista,28,0,i
281002,281002,281002,DEL PRESUPUESTO GENERAL DEL ESTADO A GOBIERNOS AUTONOMOS DESCENTRALIZADOS MUNICIPALES,normal,corriente,2810,0,i
3,3,3,INGRESOS DE FINANCIAMIENTO,view,vista,0,0,i
36,36,36,FINANCIAMIENTO PUBLICO,view,vista,3,0,i
3601,3601,3601,COLOCACION DE TITULOS VALORES,view,vista,36,0,i
360101,360101,360101,CERTIFICADOS DEL TESORO NACIONAL,normal,corriente,3601,0,i
360102,360102,360102,BONOS DEL ESTADO COLOCADOS EN EL MERCADO NACIONAL,normal,corriente,3601,0,i
360198,360198,360198,OTROS TITULOS,normal,corriente,3601,0,i
360199,360199,360199,OTROS VALORES,normal,corriente,3601,0,i
3602,3602,3602,FINANCIAMIENTO PUBLICO INTERNO,view,vista,36,0,i
360201,360201,360201,DEL SECTOR PUBLICO FINANCIERO,normal,corriente,3602,0,i
360201,360201,360201,DEL SECTOR PUBLICO FINANCIERO (BEDE SEC DE RIESGOS),normal,corriente,3602,0,i
360201,360201,360201,DEL SECTOR PUBLICO FINANCIERO (BEDE),normal,corriente,3602,0,i
360202,360202,360202,DEL SECTOR PUBLICO NO FINANCIERO,normal,corriente,3602,0,i
360203,360203,360203,DEL SECTOR PRIVADO FINANCIERO,normal,corriente,3602,0,i
360203,360203,360203,DEL SECTOR PRIVADO FINANCIERO (LINEA DE CREDITO),normal,corriente,3602,0,i
360204,360204,360204,DEL SECTOR PRIVADO NO FINANCIERO,normal,corriente,3602,0,i
360205,360205,360205,DE LA SEGURIDAD SOCIAL,normal,corriente,3602,0,i
3603,3603,3603,FINANCIAMIENTO PUBLICO EXTERNO,view,vista,36,0,i
360301,360301,360301,DE ORGANISMOS MULTILATERALES,normal,corriente,3603,0,i
360302,360302,360302,DE GOBIERNOS Y ORGANISMOS GUBERNAMENTALES,normal,corriente,3603,0,i
360303,360303,360303,DEL SECTOR PRIVADO FINANCIERO,normal,corriente,3603,0,i
360304,360304,360304,DEL SECTOR PRIVADO NO FINANCIERO,normal,corriente,3603,0,i
3604,3604,3604,DESCUENTOS EN TITULOS Y VALORES,view,vista,36,0,i
360401,360401,360401,DESCUENTOS EN CERTIFICADOS DE TESORERIA,normal,corriente,3604,0,i
360402,360402,360402,DESCUENTOS EN BONOS DEL ESTADO,normal,corriente,3604,0,i
3605,3605,3605,CREDITOS DE PROVEEDORES INTERNOS,view,vista,36,0,i
360501,360501,360501,DE CUENTAS POR COBRAR,normal,corriente,3605,0,i
360502,360502,360502,DEL SECTOR PUBLICO NO FINANCIERO,normal,corriente,3605,0,i
360504,360504,360504,DEL SECTOR PRIVADO NO FINANCIERO,normal,corriente,3605,0,i
3606,3606,3606,CREDITOS DE PROVEEDORES EXTERNOS,view,vista,36,0,i
360604,360604,360604,DEL SECTOR PRIVADO NO FINANCIERO,normal,corriente,3606,0,i
37,37,37,SALDOS DISPONIBLES,view,vista,3,0,i
3701,3701,3701,SALDOS EN CAJA Y BANCOS,view,vista,37,0,i
370101,370101,370101,DE FONDOS DEL PRESUPUESTO GENERAL DEL ESTADO,normal,corriente,3701,0,i
370102,370102,370102,DE FONDOS DE AUTOGESTION,normal,corriente,3701,0,i
370103,370103,370103,DE FONDOS PREASIGNADOS,normal,corriente,3701,0,i
370104,370104,370104,DE PRESTAMOS,normal,corriente,3701,0,i
370105,370105,370105,DE DONACIONES,normal,corriente,3701,0,i
370199,370199,370199,OTROS SALDOS,normal,corriente,3701,0,i
38,38,38,CUENTAS PENDIENTES POR COBRAR,view,vista,3,0,i
3801,3801,3801,CUENTAS PENDIENTES POR COBRAR,view,vista,38,0,i
380101,380101,380101,DE CUENTAS POR COBRAR,normal,corriente,3801,0,i
380102,380102,380102,DE ANTICIPO DE FONDOS POR DEVENGAR DE EJERCICIOS ANTERIORES DE ENTIDADES QUE CONFORMAN EL PRESUPUESTO GENERAL DEL ESTADO (PGE),normal,corriente,3801,0,i
380103,380103,380103,DE ANTICIPOS POR DEVENGAR DE EJERCICIOS ANTERIORES CONSTRUCCION DE OBRAS,normal,corriente,3801,0,i
380104,380104,380104,DE CARTAS DE CREDITO POR DEVENGAR DE EJERCICIOS ANTERIORES,normal,corriente,3801,0,i
380105,380105,380105,ANTICIPOS POR DEVENGAR DE EJERCICIOS ANTERIORES COMPRA DE BIENES O SERVICIOS,normal,corriente,3801,0,i
380107,380107,380107,DE ANTICIPOS POR DEVENGAR DE EJERCICIOS ANTERIORES DE GADS Y EMPRESAS PUBLICAS COMPRA BIENES Y SERVICIOS,normal,corriente,3801,0,i
380108,380108,380108,DE ANTICIPOS POR DEVENGAR DE EJERCICIOS ANTERIORES DE GADS Y EMPRESAS PUBLICAS CONSTRUCCION DE OBRAS,normal,corriente,3801,0,i
5,5,5,GASTOS CORRIENTES,view,vista,0,0,e
51,51,51,GASTOS EN PERSONAL,view,vista,5,0,e
5101,5101,5101,REMUNERACIONES BASICAS,view,vista,51,0,e
510101,510101,510101,SUELDOS,normal,corriente,5101,0,e
510102,510102,510102,SALARIOS,normal,corriente,5101,0,e
510103,510103,510103,JORNALES,normal,corriente,5101,0,e
510105,510105,510105,REMUNERACIONES UNIFICADAS,normal,corriente,5101,0,e
510106,510106,510106,SALARIOS UNIFICADOS,normal,corriente,5101,0,e
5102,5102,5102,REMUNERACIONES COMPLEMENTARIAS,view,vista,51,0,e
510201,510201,510201,BONIFICACION POR ANIOS DE SERVICIO,normal,corriente,5102,0,e
510202,510202,510202,BONIFICACION POR RESPONSABILIDAD A DIGNATARIOS UNIVERSITARIOS,normal,corriente,5102,0,e
510203,510203,510203,DECIMOTERCER SUELDO,normal,corriente,5102,0,e
510204,510204,510204,DECIMOCUARTO SUELDO,normal,corriente,5102,0,e
510205,510205,510205,DECIMOQUINTO SUELDO,normal,corriente,5102,0,e
510206,510206,510206,DECIMOSEXTO SUELDO,normal,corriente,5102,0,e
510207,510207,510207,BONIFICACION COMPLEMENTARIA,normal,corriente,5102,0,e
510208,510208,510208,BONIFICACION  POR TITULOS ACADEMICOS ESPECIALIZACIONES Y CAPACITACION ADICIONAL,normal,corriente,5102,0,e
510209,510209,510209,GASTOS DE REPRESENTACION,normal,corriente,5102,0,e
510210,510210,510210,SOBRESUELDOS Y BONIFICACIONES ADICIONALES,normal,corriente,5102,0,e
510211,510211,510211,ESTIMULO PECUNIARIO,normal,corriente,5102,0,e
510212,510212,510212,BONIFICACION DE ANIVERSARIO,normal,corriente,5102,0,e
510213,510213,510213,AGUINALDO NAVIDEÑO,normal,corriente,5102,0,e
510214,510214,510214,PORCENTAJE FUNCIONAL,normal,corriente,5102,0,e
510215,510215,510215,ADICIONAL SOBRE LA DECIMA CATEGORIA,normal,corriente,5102,0,e
510216,510216,510216,ESTIMULO ECONOMICO MAGISTERIO,normal,corriente,5102,0,e
510218,510218,510218,BONIFICACION MENSUAL GALAPAGOS,normal,corriente,5102,0,e
510219,510219,510219,ADICIONAL REGIMEN ESPECIAL GALAPAGOS,normal,corriente,5102,0,e
510220,510220,510220,BONIFICACION FRONTERIZA,normal,corriente,5102,0,e
510223,510223,510223,BONIFICACION POR EL DIA DEL MEDICO,normal,corriente,5102,0,e
510224,510224,510224,BONIFICACION POR EL DIA MUNDIAL DE LA SALUD,normal,corriente,5102,0,e
510225,510225,510225,BONIFICACION PARA LOS PROFESIONALES DE LA SALUD,normal,corriente,5102,0,e
510227,510227,510227,ADICIONAL REGION AMAZONICA,normal,corriente,5102,0,e
510228,510228,510228,REMUNERACION SUPLEMENTARIA GALAPAGOS,normal,corriente,5102,0,e
510229,510229,510229,ACTIVIDAD EXTRACURRICULAR GALAPAGOS,normal,corriente,5102,0,e
510230,510230,510230,BONIFICACION POR EL DIA DEL MAESTRO,normal,corriente,5102,0,e
510231,510231,510231,BONIFICACION POR EL DIA DEL SERVIDOR PUBLICO,normal,corriente,5102,0,e
510232,510232,510232,BONIFICACION PARA EDUCADORES COMUNITARIOS ALFABETIZADORES,normal,corriente,5102,0,e
510233,510233,510233,BONIFICACION PARA PROFESIONALES AMPARADOS O NO POR LEYES DE ESCALAFON,normal,corriente,5102,0,e
510235,510235,510235,REMUNERACION VARIABLE POR EFICIENCIA,normal,corriente,5102,0,e
5103,5103,5103,REMUNERACIONES COMPENSATORIAS,view,vista,51,0,e
510301,510301,510301,GASTOS DE RESIDENCIA,normal,corriente,5103,0,e
510302,510302,510302,BONIFICACION GEOGRAFICA,normal,corriente,5103,0,e
510303,510303,510303,COMPENSACION POR COSTO DE VIDA,normal,corriente,5103,0,e
510304,510304,510304,COMPENSACION POR TRANSPORTE,normal,corriente,5103,0,e
510305,510305,510305,COMPENSACION EN EL EXTERIOR,normal,corriente,5103,0,e
510306,510306,510306,ALIMENTACION,normal,corriente,5103,0,e
510307,510307,510307,COMISARIATO,normal,corriente,5103,0,e
510308,510308,510308,COMPENSACION PEDAGOGICA,normal,corriente,5103,0,e
510309,510309,510309,COMPENSACION POR TRABAJO DE ALTO RIESGO,normal,corriente,5103,0,e
510310,510310,510310,SUBSIDIO PROFESORES DE ESCUELAS FISCALES MISIONALES Y FISCOMISIONALES DE LAS REGIONES AMAZONICA E INSULAR,normal,corriente,5103,0,e
510311,510311,510311,COMPENSACION POR RESIDENCIA,normal,corriente,5103,0,e
510313,510313,510313,COMPENSACION POR CESACION DE FUNCIONES,normal,corriente,5103,0,e
5104,5104,5104,SUBSIDIOS,view,vista,51,0,e
510401,510401,510401,POR CARGAS FAMILIARES,normal,corriente,5104,0,e
510402,510402,510402,DE EDUCACION,normal,corriente,5104,0,e
510403,510403,510403,POR MATERNIDAD,normal,corriente,5104,0,e
510404,510404,510404,POR FALLECIMIENTO,normal,corriente,5104,0,e
510405,510405,510405,POR GUARDERIA,normal,corriente,5104,0,e
510406,510406,510406,POR VACACIONES,normal,corriente,5104,0,e
510407,510407,510407,ESTIMULO ECONOMICO POR ANIOS DE SERVICIO,normal,corriente,5104,0,e
510408,510408,510408,SUBSIDIO DE ANTIGUEDAD,normal,corriente,5104,0,e
510409,510409,510409,BENEFICIOS SOCIALES,normal,corriente,5104,0,e
510499,510499,510499,OTROS SUBSIDIOS,normal,corriente,5104,0,e
5105,5105,5105,REMUNERACIONES TEMPORALES,view,vista,51,0,e
510501,510501,510501,SUELDOS,normal,corriente,5105,0,e
510502,510502,510502,REMUNERACION UNIFICADA PARA PASANTES,normal,corriente,5105,0,e
510503,510503,510503,JORNALES,normal,corriente,5105,0,e
510504,510504,510504,ENCARGOS Y SUBROGACIONES,normal,corriente,5105,0,e
510505,510505,510505,SUSTITUCIONES DE PERSONAL,normal,corriente,5105,0,e
510506,510506,510506,LICENCIA REMUNERADA,normal,corriente,5105,0,e
510507,510507,510507,HONORARIOS,normal,corriente,5105,0,e
510508,510508,510508,DIETAS,normal,corriente,5105,0,e
510509,510509,510509,HORAS EXTRAORDINARIAS Y SUPLEMENTARIAS,normal,corriente,5105,0,e
510510,510510,510510,SERVICIOS PERSONALES POR CONTRATO,normal,corriente,5105,0,e
510511,510511,510511,REMUNERACIONES ESPECIALES SECCION NOCTURNA,normal,corriente,5105,0,e
510512,510512,510512,SUBROGACION,normal,corriente,5105,0,e
510513,510513,510513,ENCARGOS,normal,corriente,5105,0,e
5106,5106,5106,APORTES PATRONALES A LA SEGURIDAD SOCIAL,view,vista,51,0,e
510601,510601,510601,APORTE PATRONAL,normal,corriente,5106,0,e
510602,510602,510602,FONDO DE RESERVA,normal,corriente,5106,0,e
510603,510603,510603,JUBILACION PATRONAL,normal,corriente,5106,0,e
